행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2020년 01월 문화가 있는 날 영화상영  <신의한수-귀수편>,장성문화예술회관 대공연장,영화상영,2020-01-28,2020-01-28,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 12월 문화가 있는 날 영화상영<82년생 김지영>,장성문화예술회관 대공연장,영화상영,2019-12-24,2019-12-24,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 12월 공연 남상일과 함께하는 디톡스 콘서트,장성문화예술회관 대공연장,기획공연,2019-12-03,2019-12-03,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,5000,08세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 11월 문화가 있는 날 영화상영<나쁜녀석들: 더 무비>,장성문화예술회관 대공연장,영화상영,2019-11-26,2019-11-26,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 11월 공연 뮤지컬 쿵짝 두번째 이야기 - 얼쑤,장성문화예술회관 대공연장,기획공연,2019-11-12,2019-11-12,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,4000,08세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 10월 문화가 있는 날 영화상영<봉오동전투>,장성문화예술회관 대공연장,영화상영,2019-10-29,2019-10-29,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 10월 공연 뮤지컬 하모니,장성문화예술회관 대공연장,기획공연,2019-10-15,2019-10-15,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,5000,08세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 09월 문화가 있는 날 영화상영<엑시트>,장성문화예술회관 대공연장,영화상영,2019-09-24,2019-09-24,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 09월 공연 대중가요 yellow 감성콘서트,장성문화예술회관 대공연장,기획공연,2019-09-10,2019-09-10,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,5000,08세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 08월 문화가 있는 날 영화상영<기생충>,장성문화예술회관 대공연장,영화상영,2019-08-27,2019-08-27,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 08월 공연 뮤지컬 더 오즈,장성문화예술회관 대공연장,기획공연,2019-08-13,2019-08-13,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 07월 문화가 있는 날 영화상영<나의 특별한 형제>,장성문화예술회관 대공연장,영화상영,2019-07-30,2019-07-30,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 07월 공연 국악 넌버벌 뮤지컬 판타스틱,장성문화예술회관 대공연장,기획공연,2019-07-09,2019-07-09,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,4000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 06월 문화가 있는 날 영화상영<걸캅스>,장성문화예술회관 대공연장,영화상영,2019-06-25,2019-06-25,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 06월 공연 연극 룸넘버13,장성문화예술회관 대공연장,기획공연,2019-06-04,2019-06-04,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,3000,13세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 05월 문화가 있는 날 영화상영<돈>,장성문화예술회관 대공연장,영화상영,2019-05-28,2019-05-28,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 05월 공연 연극 시간을 파는 상점,장성문화예술회관 대공연장,기획공연,2019-05-14,2019-05-14,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,3000,08세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 04월 문화가 있는 날 영화상영<증인>,장성문화예술회관 대공연장,영화상영,2019-04-23,2019-04-23,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 04월 공연 연극 스캔들,장성문화예술회관 대공연장,기획공연,2019-04-09,2019-04-09,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,4000,15세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 03월 문화가 있는 날 영화상영<극한직업>,장성문화예술회관 대공연장,영화상영,2019-03-26,2019-03-26,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 03월 공연 넌버벌 뮤지컬 파이어맨,장성문화예술회관 대공연장,기획공연,2019-03-12,2019-03-12,19:00,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,4000,08세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 02월 문화가 있는 날 영화상영 <말모이>,장성문화예술회관 대공연장,영화상영,2019-02-26,2019-02-26,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2019년 01월 문화가 있는 날 영화상영  <성난황소>,장성문화예술회관 대공연장,영화상영,2019-01-29,2019-01-29,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 12월 공연 스노우 버블쇼(1회),장성문화예술회관 소공연장,어린이공연,2023-12-16,2023-12-16,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
김봉곤의 신조선통신사,강진아트홀 대공연장,음악 공연,2022-09-29,2022-09-29,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,https://www.gangjin.go.kr/arthall/,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.63817512,126.7704992,2026-06-24,5865000,전남광주통합특별시 강진군
명화 저산너머,강진아트홀 대공연장,영화상영,2022-09-23,2022-09-23,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,https://www.gangjin.go.kr/arthall/,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.63817512,126.7704992,2026-06-24,5865000,전남광주통합특별시 강진군
연극 찐,강진아트홀 대공연장,연극 공연,2022-09-19,2022-09-19,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,제한없음,,음식물 반입금지,https://www.gangjin.go.kr/arthall/,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.63817512,126.7704992,2026-06-24,5865000,전남광주통합특별시 강진군
최신영화 외계인,강진아트홀 대공연장,영화상영,2022-09-16,2022-09-16,19:00,21:00,무료,전라남도 강진군청,전라남도 강진군청,061-430-3973,,716,,15세 이상 관람가,,음식물 반입금지,https://www.gangjin.go.kr/arthall/,,Y,전라남도 강진군 강진읍 영랑로1길 9,,34.63817512,126.7704992,2026-06-24,5865000,전남광주통합특별시 강진군
